,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,label
5009, Fiesta,2016,9895,Semi-Auto,11000,Petrol,0,57.7,1.0,0.17992544776797892
5010, C-MAX,2016,9695,Manual,33000,Diesel,30,64.2,2.0,0.17628875352304754
5011, EcoSport,2018,12795,Manual,13500,Diesel,145,68.9,1.5,0.2326575143194836
5012, Galaxy,2016,16500,Manual,24758,Diesel,125,56.5,2.0,0.300027275206837
5013, Kuga,2016,11998,Manual,23328,Petrol,160,45.6,1.5,0.21816528775343214
5014, Fiesta,2013,6260,Manual,45180,Petrol,0,65.7,1.0,0.11382852986635149
5015, Mustang,2020,37990,Automatic,2450,Petrol,145,22.1,5.0,0.6907900718247113
5016, Fiesta,2018,16991,Manual,7000,Petrol,145,40.3,1.5,0.30895535957814346
5017, Kuga,2016,13500,Manual,19301,Diesel,125,60.1,2.0,0.24547686153286663
5018, Focus,2017,9900,Manual,35452,Diesel,145,74.3,1.5,0.18001636512410218
5019, Focus,2017,16500,Manual,21617,Diesel,145,67.3,2.0,0.300027275206837
5020, Grand Tourneo Connect,2016,14000,Automatic,21576,Diesel,125,56.6,1.5,0.25456859714519503
5021, EcoSport,2018,14500,Manual,19799,Petrol,145,52.3,1.0,0.26366033275752343
5022, Focus,2017,11900,Manual,9574,Petrol,20,60.1,1.0,0.21638330757341576
5023, EcoSport,2018,14800,Manual,9060,Petrol,145,51.4,1.0,0.2691153741249204
5024, Focus,2017,16500,Manual,18549,Petrol,200,41.5,2.0,0.300027275206837
5025, Galaxy,2017,19900,Manual,11111,Diesel,125,56.5,2.0,0.36185107737067007
5026, Fiesta,2017,11998,Manual,5944,Petrol,0,65.7,1.0,0.21816528775343214
5027, Fiesta,2015,8998,Manual,23215,Petrol,20,62.8,1.0,0.16361487407946176
5028, Galaxy,2016,19998,Manual,11100,Diesel,125,56.5,2.0,0.3636330575506864
5029, Focus,2018,17498,Manual,30690,Diesel,145,67.3,2.0,0.3181743794890445
5030, Fiesta,2018,9998,Manual,27533,Diesel,145,85.6,1.5,0.18179834530411856
5031, EcoSport,2018,12998,Manual,22852,Petrol,145,54.3,1.0,0.2363487589780889
5032, Fiesta,2018,14998,Manual,19772,Petrol,145,62.8,1.0,0.2727157014274025
5033, Fiesta,2017,8698,Manual,16284,Petrol,145,54.3,1.2,0.15815983271206474
5034, Kuga,2017,15191,Semi-Auto,52423,Diesel,150,54.3,2.0,0.27622511137376127
5035, Fiesta,2018,14991,Manual,13032,Petrol,145,62.8,1.0,0.2725884171288299
5036, Focus,2018,12498,Manual,13559,Petrol,145,60.1,1.0,0.22725702336576054
5037, Fiesta,2017,11998,Manual,6596,Petrol,0,65.7,1.0,0.21816528775343214
5038, Fiesta,2019,13998,Manual,14330,Petrol,145,58.9,1.0,0.2545322302027457
5039, Focus,2019,16998,Manual,22859,Petrol,145,60.1,1.0,0.3090826438767161
5040, Kuga,2018,16798,Manual,3233,Petrol,145,45.6,1.5,0.30544594963178473
5041, Focus,2019,17590,Manual,12095,Diesel,145,74.3,1.5,0.3198472588417129
5042, Fiesta,2017,7495,Manual,33000,Petrol,125,54.3,1.2,0.13628511682880262
5043, Fiesta,2017,10690,Manual,16137,Petrol,20,62.8,1.0,0.19438130739158105
5044, Kuga,2018,16990,Manual,13043,Diesel,145,64.2,1.5,0.3089371761069188
5045, Focus,2018,11490,Manual,17152,Petrol,145,61.4,1.0,0.20892808437130647
5046, Ka+,2018,9790,Manual,12272,Petrol,145,47.9,1.2,0.17801618328938995
5047, Focus,2019,15990,Manual,12814,Diesel,145,74.3,1.5,0.29075370488226204
5048, Fiesta,2017,9995,Manual,11933,Petrol,145,64.2,1.1,0.1817437948904446
5049, Fiesta,2018,10495,Manual,16709,Petrol,145,64.2,1.1,0.190835530502773
5050, Focus,2017,15750,Manual,19694,Petrol,145,41.5,2.0,0.2863896717883444
5051, Focus,2019,15400,Manual,9845,Petrol,145,60.1,1.0,0.2800254568597145
5052, Focus,2019,15360,Manual,12221,Petrol,145,60.1,1.0,0.27929811801072824
5053, Focus,2019,15760,Manual,10282,Diesel,145,74.3,1.5,0.286571506500591
5054, Focus,2019,15270,Manual,12100,Petrol,145,60.1,1.0,0.2776616056005091
5055, Focus,2019,16030,Manual,10111,Diesel,145,74.3,1.5,0.2914810437312483
5056, Focus,2019,15750,Manual,6388,Diesel,145,74.3,1.5,0.2863896717883444
5057, Focus,2019,15510,Manual,15811,Diesel,145,74.3,1.5,0.28202563869442676
5058, Focus,2017,11498,Manual,15430,Diesel,0,74.3,1.5,0.20907355214110374
5059, B-MAX,2017,9680,Manual,12451,Petrol,145,55.4,1.0,0.1760160014546777
5060, Fiesta,2015,7991,Manual,22592,Petrol,125,54.3,1.2,0.14530411855623238
5061, Focus,2019,15960,Manual,12388,Diesel,145,74.3,1.5,0.29020820074552234
5062, Focus,2019,15950,Manual,9550,Diesel,145,74.3,1.5,0.29002636603327575
5063, Focus,2017,13430,Manual,19859,Diesel,145,74.3,1.5,0.24420401854714066
5064, Fiesta,2019,15490,Automatic,7552,Petrol,145,48.7,1.0,0.28166196926993364
5065, Fiesta,2017,8491,Manual,7774,Petrol,125,54.3,1.2,0.15439585416856078
5066, Focus,2018,17400,Manual,14398,Petrol,145,41.5,2.0,0.31639239930902807
5067, Fiesta,2014,7291,Manual,23894,Petrol,30,54.3,1.2,0.13257568869897263
5068, Ka+,2017,6800,Manual,21881,Petrol,145,57.7,1.2,0.12364760432766615
5069, Fiesta,2018,12891,Manual,23829,Petrol,145,58.9,1.0,0.23440312755705064
5070, Fiesta,2017,9998,Manual,26325,Petrol,150,65.7,1.0,0.18179834530411856
5071, C-MAX,2017,11998,Manual,10459,Petrol,30,55.4,1.0,0.21816528775343214
5072, Fiesta,2017,10998,Manual,7008,Petrol,0,65.7,1.0,0.19998181652877534
5073, Fiesta,2017,10298,Manual,27897,Petrol,0,65.7,1.0,0.1872533866715156
5074, Focus,2016,8498,Manual,49974,Diesel,0,74.3,1.5,0.15452313846713336
5075, Fiesta,2018,10298,Manual,14240,Petrol,150,64.2,1.1,0.1872533866715156
5076, Focus,2017,13298,Manual,8794,Diesel,150,74.3,1.5,0.24180380034548596
5077, KA,2015,4998,Manual,15296,Petrol,30,57.7,1.2,0.09088098918083462
5078, Fiesta,2016,9998,Semi-Auto,20069,Petrol,0,57.7,1.0,0.18179834530411856
5079, Focus,2017,10998,Manual,15265,Petrol,150,60.1,1.0,0.19998181652877534
5080, Fiesta,2018,10520,Manual,39794,Petrol,145,56.5,1.0,0.1912901172833894
5081, Fiesta,2018,11250,Manual,21959,Petrol,145,56.5,1.0,0.20456405127738886
5082, Fiesta,2017,10230,Manual,11634,Petrol,0,65.7,1.0,0.18601691062823894
5083, Focus,2017,18610,Manual,10843,Petrol,200,41.5,2.0,0.3383943994908628
5084, Focus,2017,8540,Manual,35210,Petrol,20,61.4,1.0,0.15528684425856895
5085, Focus,2019,15580,Manual,5011,Petrol,145,60.1,1.0,0.28329848168015276
5086, Fiesta,2018,8491,Manual,17878,Petrol,145,64.2,1.1,0.15439585416856078
5087, Focus,2020,20491,Automatic,4841,Diesel,145,74.3,1.5,0.3725975088644422
5088, Fiesta,2017,7640,Manual,20346,Petrol,125,54.3,1.2,0.13892172015637785
5089, Fiesta,2017,8091,Manual,19877,Petrol,125,54.3,1.2,0.14712246567869805
5090, Fiesta,2017,8491,Manual,11296,Petrol,145,54.3,1.2,0.15439585416856078
5091, Fiesta,2017,8330,Manual,22560,Petrol,145,54.3,1.2,0.15146831530139104
5092, C-MAX,2017,11591,Manual,17350,Diesel,20,68.9,1.5,0.21076461496499682
5093, Ka+,2018,8391,Manual,9328,Petrol,145,57.7,1.2,0.1525775070460951
5094, Focus,2016,10000,Manual,9012,Petrol,20,61.4,1.0,0.18183471224656786
5095, Focus,2016,9450,Manual,15545,Diesel,0,74.3,1.5,0.17183380307300664
5096, Focus,2019,14740,Manual,13451,Petrol,145,58.9,1.0,0.268024365851441
5097, Fiesta,2017,9520,Manual,20670,Petrol,145,65.7,1.0,0.1731066460587326
5098, EcoSport,2017,9260,Manual,25395,Petrol,125,53.3,1.0,0.16837894354032185
5099, Fiesta,2015,8991,Manual,20200,Petrol,0,65.7,1.0,0.16348758978088918
5100, Fiesta,2019,14998,Semi-Auto,16506,Petrol,150,48.7,1.0,0.2727157014274025
5101, Fiesta,2015,6998,Manual,30518,Petrol,125,54.3,1.2,0.1272479316301482
5102, Kuga,2017,12990,Manual,18882,Diesel,30,64.2,1.5,0.23620329120829167
5103, Kuga,2017,13070,Manual,17130,Petrol,160,45.6,1.5,0.2376579689062642
5104, Focus,2017,10000,Manual,20533,Petrol,145,61.4,1.0,0.18183471224656786
5105, Focus,2018,12050,Manual,19460,Petrol,145,51.4,1.5,0.21911082825711428
5106, Fiesta,2016,7991,Manual,48426,Diesel,0,78.5,1.5,0.14530411855623238
5107, B-MAX,2016,7220,Manual,25852,Diesel,0,74.3,1.5,0.131284662242022
5108, Edge,2019,30990,Automatic,15012,Diesel,145,37.2,2.0,0.5635057732521138
5109, Focus,2019,18550,Automatic,5016,Diesel,145,64.2,2.0,0.3373033912173834
5110, Fiesta,2014,5207,Manual,71357,Diesel,0,76.4,1.5,0.0946813346667879
5111, Kuga,2018,16310,Manual,15786,Diesel,145,54.3,2.0,0.2965724156741522
5112, Focus,2015,6730,Manual,65825,Diesel,0,74.3,1.5,0.12237476134194018
5113, Fiesta,2018,11000,Manual,24222,Petrol,145,56.5,1.0,0.20001818347122466
5114, C-MAX,2017,10490,Semi-Auto,25484,Diesel,20,64.2,1.5,0.1907446131466497
5115, Fiesta,2017,10990,Semi-Auto,17983,Petrol,150,54.3,1.0,0.1998363487589781
5116, Fiesta,2015,6860,Manual,32993,Petrol,125,54.3,1.2,0.12473861260114556
5117, Fiesta,2015,5971,Manual,42344,Petrol,125,54.3,1.2,0.10857350668242567
5118, EcoSport,2018,11650,Manual,19259,Petrol,145,54.3,1.0,0.21183743976725156
5119, Fiesta,2017,7491,Manual,36952,Petrol,150,54.3,1.2,0.136212382943904
5120, Fiesta,2017,9491,Manual,8173,Petrol,0,65.7,1.0,0.17257932539321758
5121, Fiesta,2017,7491,Manual,30393,Petrol,125,54.3,1.2,0.136212382943904
5122, Kuga,2015,9791,Manual,33960,Diesel,125,53.3,2.0,0.1780343667606146
5123, Mondeo,2016,15991,Manual,33515,Diesel,30,62.8,2.0,0.29077188835348666
5124, Focus,2018,18491,Manual,12117,Petrol,150,41.5,2.0,0.33623056641512866
5125, Focus,2018,11779,Semi-Auto,11011,Petrol,150,51.4,1.0,0.2141831075552323
5126, Fiesta,2017,8000,Manual,19501,Petrol,150,65.7,1.0,0.1454677697972543
5127, B-MAX,2016,6691,Manual,36091,Petrol,30,57.7,1.0,0.12166560596417857
5128, EcoSport,2017,8691,Manual,23092,Petrol,150,52.3,1.0,0.15803254841349212
5129, Fiesta,2017,8491,Manual,11655,Petrol,150,54.3,1.2,0.15439585416856078
5130, Ka+,2018,8995,Manual,10038,Petrol,145,57.7,1.2,0.1635603236657878
5131, Fiesta,2016,9495,Manual,22080,Petrol,20,62.8,1.0,0.1726520592781162
5132, Galaxy,2018,16990,Manual,31766,Diesel,145,56.5,2.0,0.3089371761069188
5133, B-MAX,2013,6700,Manual,15897,Petrol,145,47.1,1.4,0.12182925720520048
5134, Fiesta,2017,7991,Manual,32444,Petrol,150,65.7,1.0,0.14530411855623238
5135, Mondeo,2017,12791,Manual,29252,Diesel,150,65.7,2.0,0.23258478043458497
5136, Fiesta,2014,9495,Manual,38901,Petrol,145,47.9,1.6,0.1726520592781162
5137, Kuga,2016,17790,Automatic,4618,Petrol,235,38.2,1.5,0.32348395308664424
5138, Focus,2017,10595,Manual,28303,Diesel,145,74.3,1.5,0.19265387762523867
5139, Focus,2017,10057,Manual,15019,Petrol,145,61.4,1.0,0.1828711701063733
5140, Fiesta,2018,10300,Manual,16621,Diesel,145,88.3,1.5,0.1872897536139649
5141, EcoSport,2016,8590,Manual,23689,Diesel,30,64.2,1.5,0.1561960178198018
5142, Ka+,2017,7891,Manual,10150,Petrol,145,57.7,1.2,0.1434857714337667
5143, Fiesta,2016,8998,Manual,22704,Petrol,0,65.7,1.0,0.16361487407946176
5144, Mondeo,2017,14998,Manual,23167,Petrol,145,48.7,1.5,0.2727157014274025
5145, Fiesta,2019,14040,Manual,4039,Petrol,145,56.5,1.0,0.25529593599418127
5146, Kuga,2017,12720,Manual,41116,Diesel,125,60.1,2.0,0.23129375397763433
5147, Fiesta,2017,7627,Manual,9895,Petrol,125,54.3,1.2,0.13868533503045732
5148, Fiesta,2017,8191,Manual,10435,Petrol,125,54.3,1.2,0.14894081280116375
5149, EcoSport,2017,8721,Manual,25152,Petrol,125,52.3,1.0,0.15857805255023183
5150, Fiesta,2017,7491,Manual,39719,Petrol,0,65.7,1.0,0.136212382943904
5151, Kuga,2015,10770,Semi-Auto,29665,Diesel,150,52.3,2.0,0.1958359850895536
5152, EcoSport,2017,12591,Semi-Auto,7595,Petrol,150,44.8,1.5,0.2289480861896536
5153, B-MAX,2015,5991,Semi-Auto,52515,Petrol,165,44.1,1.6,0.10893717610691882
5154, Fiesta,2017,8081,Manual,25320,Petrol,150,64.2,1.1,0.1469406309664515
5155, Focus,2018,11991,Manual,10662,Petrol,150,60.1,1.0,0.21803800345485952
5156, Fiesta,2017,7911,Manual,27252,Petrol,150,65.7,1.0,0.14384944085825985
5157, Kuga,2017,12151,Manual,25621,Diesel,150,64.2,1.5,0.22094735885080463
5158, Fiesta,2018,8421,Manual,10635,Petrol,150,64.2,1.1,0.1531230111828348
5159, Focus,2016,9321,Manual,31136,Petrol,20,60.1,1.0,0.1694881352850259
5160, Fiesta,2018,9911,Manual,17201,Petrol,150,65.7,1.0,0.18021638330757342
5161, Kuga,2017,12097,Manual,31001,Diesel,30,64.2,1.5,0.21996545140467316
5162, KA,2015,4989,Manual,40443,Petrol,30,57.7,1.2,0.09071733793981271
5163, Focus,2013,5995,Manual,77886,Diesel,20,67.3,1.6,0.10900990999181744
5164, Galaxy,2017,18495,Manual,27678,Diesel,125,56.5,2.0,0.33630330030002725
5165, Focus,2018,17290,Manual,9954,Petrol,145,60.1,1.0,0.31439221747431584
5166, Fiesta,2017,8299,Manual,37986,Petrol,145,65.7,1.0,0.15090462769342666
5167, C-MAX,2017,9899,Manual,26805,Diesel,145,68.9,1.5,0.17999818165287754
5168, Fiesta,2018,10099,Manual,13233,Petrol,150,65.7,1.0,0.18363487589780889
5169, EcoSport,2017,11491,Semi-Auto,12200,Petrol,160,44.8,1.5,0.20894626784253115
5170, Ka+,2018,8330,Manual,7428,Petrol,145,57.7,1.2,0.15146831530139104
5171, Fiesta,2018,9991,Manual,13055,Petrol,145,65.7,1.0,0.18167106100554595
5172, Fiesta,2018,9991,Manual,16636,Petrol,145,65.7,1.0,0.18167106100554595
5173, Focus,2018,12000,Manual,15071,Diesel,145,74.3,1.5,0.21820165469588143
5174, Focus,2017,10820,Manual,15892,Petrol,20,61.4,1.0,0.19674515865078643
5175, Fiesta,2016,7998,Manual,26490,Diesel,0,78.5,1.5,0.145431402854805
5176, Fiesta,2017,8998,Manual,16485,Petrol,0,65.7,1.0,0.16361487407946176
5177, EcoSport,2017,10498,Manual,16064,Petrol,125,52.3,1.0,0.19089008091644694
5178, Fiesta,2017,10498,Manual,7712,Petrol,0,65.7,1.0,0.19089008091644694
5179, Kuga,2017,14998,Manual,37838,Diesel,145,64.2,1.5,0.2727157014274025
5180, S-MAX,2017,18998,Manual,20397,Diesel,125,52.3,2.0,0.3454495863260296
5181, Focus,2018,17498,Manual,28068,Diesel,145,67.3,2.0,0.3181743794890445
5182, EcoSport,2017,9498,Manual,21698,Diesel,145,64.2,1.5,0.17270660969179016
5183, Fiesta,2018,10498,Manual,14458,Petrol,150,55.4,1.1,0.19089008091644694
5184, Focus,2017,10498,Manual,6736,Petrol,20,60.1,1.0,0.19089008091644694
5185, Focus,2019,15470,Manual,5852,Petrol,145,60.1,1.0,0.28129829984544047
5186, Focus,2019,15470,Manual,3422,Petrol,145,60.1,1.0,0.28129829984544047
5187, Focus,2019,15390,Manual,10235,Petrol,145,60.1,1.0,0.27984362214746794
5188, Focus,2019,15590,Manual,6484,Petrol,145,60.1,1.0,0.2834803163923993
5189, Focus,2019,15590,Manual,8000,Petrol,145,60.1,1.0,0.2834803163923993
5190, Fiesta,2019,14620,Manual,8709,Petrol,145,55.4,1.0,0.26584234930448225
5191, Focus,2017,10731,Manual,16768,Diesel,145,74.3,1.5,0.195126829711792
5192, Focus,2018,11250,Manual,7330,Petrol,145,60.1,1.0,0.20456405127738886
5193, Focus,2017,9991,Manual,19907,Petrol,20,61.4,1.0,0.18167106100554595
5194, Grand Tourneo Connect,2015,9490,Manual,94362,Diesel,125,58.9,1.6,0.1725611419219929
5195, Kuga,2017,14291,Automatic,40600,Petrol,145,38.2,1.5,0.25985998727157017
5196, Fiesta,2018,13491,Manual,7552,Petrol,145,65.7,1.0,0.24531321029184472
5197, Focus,2017,17750,Manual,5597,Petrol,145,41.5,2.0,0.32275661423765795
5198, Fiesta,2017,9440,Manual,10655,Diesel,0,88.3,1.5,0.17165196836076008
5199, Fiesta,2017,11691,Semi-Auto,5606,Petrol,0,57.7,1.0,0.2125829620874625
5200, C-MAX,2016,12080,Manual,1669,Petrol,30,55.4,1.0,0.219656332393854
5201, Ka+,2019,10780,Manual,2574,Petrol,145,47.9,1.2,0.19601781980180016
5202, Fiesta,2015,7291,Manual,26104,Petrol,125,54.3,1.2,0.13257568869897263
5203, Focus,2019,14291,Manual,13649,Petrol,145,58.9,1.0,0.25985998727157017
5204, Grand C-MAX,2017,11891,Manual,11373,Petrol,30,54.3,1.0,0.21621965633239384
5205, Fiesta,2017,12391,Semi-Auto,11017,Petrol,0,57.7,1.0,0.22531139194472224
5206, Focus,2017,8870,Manual,45151,Diesel,145,74.3,1.5,0.1612873897627057
5207, Galaxy,2016,18290,Manual,10128,Diesel,125,56.5,2.0,0.33257568869897264
5208, Kuga,2017,16290,Automatic,15344,Petrol,235,38.2,1.5,0.29620874624965904
5209, S-MAX,2017,12330,Manual,73783,Diesel,125,56.5,2.0,0.2242022002000182
5210, Focus,2018,13380,Manual,9695,Petrol,145,61.4,1.0,0.2432948449859078
5211, Focus,2019,14991,Manual,13712,Petrol,145,58.9,1.0,0.2725884171288299
5212, Focus,2013,6250,Manual,52328,Petrol,30,56.5,1.0,0.11364669515410492
5213, Focus,2018,13060,Manual,11710,Petrol,145,60.1,1.0,0.23747613419401764
5214, Fiesta,2018,10691,Manual,12523,Petrol,145,65.7,1.0,0.1943994908628057
5215, EcoSport,2019,16990,Automatic,2052,Petrol,145,45.6,1.0,0.3089371761069188
5216, EcoSport,2017,8950,Manual,9253,Petrol,160,44.8,1.5,0.16274206746067824
5217, Fiesta,2017,9810,Manual,5156,Petrol,0,65.7,1.0,0.17837985271388307
5218, Fiesta,2017,11291,Semi-Auto,19253,Petrol,0,57.7,1.0,0.20530957359759977
5219, Fiesta,2018,10600,Manual,27056,Petrol,145,65.7,1.0,0.19274479498136193
5220, Fiesta,2016,10180,Manual,14466,Petrol,0,65.7,1.0,0.1851077370670061
5221, Focus,2017,9290,Manual,35006,Petrol,145,60.1,1.0,0.16892444767706155
5222, Ka+,2019,9291,Manual,7117,Petrol,145,47.9,1.2,0.1689426311482862
5223, Kuga,2018,16291,Manual,31001,Diesel,145,64.2,1.5,0.2962269297208837
5224, Focus,2018,14370,Manual,7024,Diesel,145,74.3,1.5,0.261296481498318
5225, Fiesta,2017,11080,Semi-Auto,7554,Petrol,145,47.9,1.6,0.2014728611691972
5226, B-MAX,2017,9291,Manual,23015,Diesel,0,74.3,1.5,0.1689426311482862
5227, Kuga,2017,15850,Automatic,25410,Diesel,145,54.3,2.0,0.28820801891081005
5228, Focus,2017,12430,Semi-Auto,16515,Petrol,125,51.4,1.0,0.22602054732248386
5229, Focus,2014,8391,Manual,11254,Petrol,30,56.5,1.0,0.1525775070460951
5230, Puma,2020,20980,Manual,2165,Petrol,145,50.4,1.0,0.3814892262932994
5231, Focus,2020,20991,Automatic,3767,Diesel,145,74.3,1.5,0.3816892444767706
5232, Kuga,2017,13991,Manual,27909,Diesel,145,64.2,1.5,0.2544049459041731
5233, Fiesta,2017,8991,Manual,17436,Petrol,145,65.7,1.0,0.16348758978088918
5234, Kuga,2018,15781,Manual,15709,Diesel,145,60.1,2.0,0.2869533593963088
5235, Fiesta,2019,13760,Automatic,6306,Petrol,145,48.7,1.0,0.2502045640512774
5236, Fiesta,2019,14340,Manual,4122,Petrol,145,58.9,1.0,0.2607509773615783
5237, Focus,2019,15460,Manual,6810,Petrol,145,60.1,1.0,0.28111646513319394
5238, Focus,2014,6791,Manual,44117,Petrol,20,61.4,1.0,0.12348395308664424
5239, Focus,2019,14491,Manual,11325,Petrol,145,58.9,1.0,0.2634966815165015
5240, Focus,2018,12390,Manual,12664,Petrol,145,57.7,1.0,0.2252932084734976
5241, Fiesta,2018,10491,Manual,5252,Petrol,145,64.2,1.1,0.19076279661787435
5242, Fiesta,2018,10491,Manual,8425,Petrol,145,65.7,1.0,0.19076279661787435
5243, Fiesta,2017,10991,Manual,12028,Petrol,145,65.7,1.0,0.19985453223020275
5244, C-MAX,2017,11970,Manual,15952,Petrol,145,55.4,1.0,0.21765615055914175
5245, Focus,2017,10170,Manual,42903,Diesel,145,74.3,1.5,0.18492590235475953
5246, Kuga,2017,15770,Semi-Auto,9963,Diesel,145,58.9,1.5,0.2867533412128375
5247, Fiesta,2018,10491,Manual,16620,Petrol,145,65.7,1.0,0.19076279661787435
5248, Focus,2015,7380,Manual,50360,Diesel,0,74.3,1.5,0.1341940176379671
5249, Fiesta,2017,9691,Manual,22654,Petrol,145,65.7,1.0,0.17621601963814892
5250, Kuga,2018,15298,Manual,38318,Diesel,145,54.3,2.0,0.27817074279479953
5251, Fiesta,2017,9498,Manual,13636,Petrol,0,65.7,1.0,0.17270660969179016
5252, Focus,2017,11998,Manual,9080,Petrol,20,61.4,1.0,0.21816528775343214
5253, Fiesta,2017,8691,Manual,34216,Diesel,0,88.3,1.5,0.15803254841349212
5254, Kuga,2017,14540,Manual,15869,Diesel,145,64.2,1.5,0.26438767160650967
5255, Focus,2019,19240,Automatic,13890,Diesel,145,49.6,2.0,0.34984998636239656
5256, Focus,2019,26230,Manual,3802,Petrol,145,34.5,2.3,0.4769524502227475
5257, Focus,2015,9380,Manual,21945,Petrol,20,60.1,1.0,0.17056096008728067
5258, Fiesta,2016,7491,Manual,36343,Diesel,0,88.3,1.5,0.136212382943904
5259, Fiesta,2017,10391,Manual,6577,Diesel,0,78.5,1.5,0.18894444949540867
5260, Fiesta,2014,9681,Manual,36488,Petrol,145,47.9,1.6,0.17603418492590236
5261, Kuga,2017,12870,Manual,16303,Diesel,30,64.2,1.5,0.23402127466133285
5262, Ka+,2019,10490,Manual,1974,Petrol,145,47.9,1.2,0.1907446131466497
5263, Fiesta,2014,6999,Manual,40129,Petrol,30,54.3,1.2,0.12726611510137284
5264, Focus,2018,19395,Manual,7506,Diesel,145,67.3,2.0,0.3526684244022184
5265, Fiesta,2016,8250,Manual,18270,Petrol,125,54.3,1.2,0.1500136376034185
5266, Grand C-MAX,2016,9995,Manual,14621,Petrol,30,54.3,1.0,0.1817437948904446
5267, EcoSport,2019,16809,Semi-Auto,3619,Petrol,145,48.7,1.0,0.30564596781525594
5268, Fiesta,2018,11187,Semi-Auto,17866,Petrol,145,54.3,1.0,0.20341849259023548
5269, Fiesta,2016,10295,Semi-Auto,16830,Petrol,0,57.7,1.0,0.18719883625784162
5270, Kuga,2017,18499,Semi-Auto,39249,Diesel,145,54.3,2.0,0.3363760341849259
5271, Kuga,2017,16498,Semi-Auto,10783,Diesel,145,54.3,2.0,0.2999909082643877
5272, C-MAX,2017,10998,Manual,23046,Diesel,20,68.9,1.5,0.19998181652877534
5273, Fiesta,2016,10498,Manual,8801,Petrol,20,62.8,1.0,0.19089008091644694
5274, C-MAX,2017,10998,Manual,7118,Petrol,30,55.4,1.0,0.19998181652877534
5275, Fiesta,2015,8798,Semi-Auto,16952,Petrol,145,47.9,1.6,0.15997817983453042
5276, EcoSport,2016,9298,Manual,18687,Petrol,125,53.3,1.0,0.16906991544685882
5277, Tourneo Connect,2017,12991,Manual,21310,Diesel,30,61.4,1.5,0.23622147467951632
5278, Focus,2018,13350,Semi-Auto,8207,Petrol,145,51.4,1.0,0.2427493408491681
5279, Focus,2013,6991,Manual,29353,Petrol,30,56.5,1.0,0.1271206473315756
5280, Fiesta,2017,11370,Semi-Auto,5357,Petrol,145,47.9,1.6,0.20674606782434768
5281, Kuga,2017,16640,Semi-Auto,22001,Diesel,145,54.3,2.0,0.3025729611782889
5282, Fiesta,2017,7710,Manual,23644,Petrol,145,65.7,1.0,0.14019456314210382
5283, Focus,2017,18047,Manual,15309,Petrol,145,41.5,2.0,0.328157105191381
5284, Mondeo,2015,7130,Manual,79622,Diesel,0,78.5,1.6,0.1296481498318029
5285, EcoSport,2017,9791,Manual,12627,Petrol,125,53.3,1.0,0.1780343667606146
5286, Fiesta,2017,7557,Manual,13143,Petrol,125,54.3,1.2,0.13741249204473133
5287, Fiesta,2014,6491,Manual,26084,Petrol,30,54.3,1.2,0.1180289117192472
5288, Fiesta,2017,10991,Manual,10995,Petrol,150,65.7,1.0,0.19985453223020275
5289, S-MAX,2017,19061,Manual,33843,Diesel,145,56.5,2.0,0.346595145013183
5290, Fiesta,2018,8490,Manual,29204,Petrol,145,64.2,1.1,0.15437767069733613
5291, Fiesta,2019,10991,Manual,5735,Petrol,145,55.4,1.1,0.19985453223020275
5292, Fiesta,2019,12090,Manual,4762,Petrol,145,57.7,1.0,0.21983816710610055
5293, Focus,2019,15940,Manual,6259,Diesel,145,80.7,1.5,0.28984453132102916
5294, Fiesta,2019,14410,Manual,3650,Petrol,145,58.9,1.0,0.2620238203473043
5295, Fiesta,2017,10900,Manual,12802,Petrol,0,65.7,1.0,0.19819983634875898
5296, Focus,2017,11491,Manual,19399,Diesel,0,74.3,1.5,0.20894626784253115
5297, Focus,2018,18250,Manual,17227,Petrol,145,41.5,2.0,0.33184834984998635
5298, Fiesta,2018,9891,Manual,7184,Petrol,145,64.2,1.1,0.17985271388308027
5299, Fiesta,2018,8791,Manual,21618,Petrol,145,65.7,1.0,0.15985089553595783
5300, Fiesta,2017,10270,Manual,14630,Diesel,0,78.5,1.5,0.1867442494772252
5301, Kuga,2017,13499,Manual,31697,Diesel,125,60.1,2.0,0.24545867806164196
5302, Fiesta,2015,8000,Manual,16000,Petrol,0,65.7,1.0,0.1454677697972543
5303, Fiesta,2016,9281,Manual,43241,Petrol,20,62.8,1.0,0.16876079643603964
5304, Fiesta,2015,6959,Manual,26607,Petrol,125,54.3,1.2,0.12653877625238658
5305, Kuga,2015,11295,Manual,9623,Diesel,125,60.1,2.0,0.20538230748249842
5306, Grand C-MAX,2017,10495,Manual,33007,Diesel,30,64.2,1.5,0.190835530502773
5307, B-MAX,2013,5780,Manual,44201,Diesel,20,68.9,1.5,0.10510046367851623
5308, Fiesta,2018,10890,Manual,10255,Petrol,145,65.7,1.0,0.1980180016365124
5309, Fiesta,2019,14320,Manual,9326,Petrol,145,58.9,1.0,0.2603873079370852
5310, C-MAX,2017,10630,Manual,24498,Diesel,20,68.9,1.5,0.19329029911810164
5311, Fiesta,2019,13580,Manual,151,Petrol,145,56.5,1.0,0.24693153923083916
5312, Focus,2015,8270,Manual,33203,Diesel,0,74.3,1.5,0.15037730702791163
5313, Focus,2019,16860,Manual,7100,Petrol,145,60.1,1.0,0.30657332484771344
