,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,label
12824, Kuga,2017,18000,Automatic,16765,Diesel,145,54.3,2.0,0.3273024820438222
12825, Fiesta,2017,9500,Manual,15738,Petrol,0,65.7,1.0,0.1727429766342395
12826, Kuga,2016,15300,Semi-Auto,57829,Diesel,145,52.3,2.0,0.2782071097372488
12827, Kuga,2017,15600,Manual,27524,Diesel,150,54.3,2.0,0.2836621511046459
12828, Fiesta,2018,10000,Manual,14825,Petrol,150,64.2,1.1,0.18183471224656786
12829, Focus,2018,13995,Manual,5053,Diesel,150,74.3,1.5,0.2544776797890717
12830, Fiesta,2017,8400,Manual,61564,Petrol,0,65.7,1.0,0.152741158287117
12831, Focus,2014,7100,Manual,41494,Diesel,20,67.3,1.6,0.1291026456950632
12832, Fiesta,2014,9800,Manual,34670,Petrol,150,47.9,1.6,0.1781980180016365
12833, Fiesta,2018,10700,Manual,16646,Petrol,150,65.7,1.0,0.1945631421038276
12834, Focus,2018,12200,Manual,12003,Petrol,150,60.1,1.0,0.2218383489408128
12835, Ka+,2017,8170,Manual,31692,Petrol,145,57.7,1.2,0.14855895990544596
12836, S-MAX,2016,15520,Manual,22497,Diesel,125,56.5,2.0,0.28220747340667335
12837, Fiesta,2018,9790,Manual,20818,Petrol,145,58.9,1.0,0.17801618328938995
12838, Fiesta,2018,10590,Manual,11040,Petrol,145,58.9,1.0,0.19256296026911537
12839, Fiesta,2016,11650,Manual,16295,Petrol,145,47.9,1.6,0.21183743976725156
12840, Focus,2019,16600,Automatic,7000,Petrol,145,51.4,1.0,0.3018456223293027
12841, Fiesta,2019,12600,Manual,85,Petrol,145,58.9,1.0,0.2291117374306755
12842, Fiesta,2020,18200,Manual,50,Petrol,145,55.4,1.0,0.3309391762887535
12843, Focus,2019,15895,Manual,6652,Petrol,145,49.6,1.0,0.2890262751159196
12844, Focus,2018,11490,Manual,18997,Petrol,145,60.1,1.0,0.20892808437130647
12845, Fiesta,2019,15900,Manual,3500,Petrol,145,60.1,1.0,0.2891171924720429
12846, Fiesta,2018,10500,Manual,4450,Petrol,145,64.2,1.1,0.19092644785889626
12847, Fiesta,2018,12400,Manual,5000,Petrol,145,55.4,1.1,0.22547504318574416
12848, Grand Tourneo Connect,2019,19500,Manual,5589,Diesel,145,61.4,1.5,0.3545776888808074
12849, EcoSport,2019,15750,Manual,16417,Petrol,145,51.4,1.0,0.2863896717883444
12850, EcoSport,2017,10200,Semi-Auto,40918,Petrol,160,44.8,1.5,0.18547140649149924
12851, Fiesta,2019,17300,Semi-Auto,7260,Petrol,145,48.7,1.0,0.3145740521865624
12852, Fiesta,2019,16500,Manual,3393,Petrol,145,55.4,1.0,0.300027275206837
12853, Fiesta,2019,18500,Manual,6020,Petrol,150,55.4,1.0,0.3363942176561506
12854, Mondeo,2018,19500,Automatic,11171,Petrol,150,38.2,2.0,0.3545776888808074
12855, Focus,2019,18200,Automatic,11115,Petrol,150,41.5,1.0,0.3309391762887535
12856, Focus,2017,18200,Manual,17000,Petrol,150,41.5,2.0,0.3309391762887535
12857, EcoSport,2016,9000,Manual,39000,Petrol,125,53.3,1.0,0.1636512410219111
12858, Focus,2016,11800,Automatic,12514,Petrol,150,46.3,1.5,0.21456496045095008
12859, Fiesta,2019,15950,Manual,2331,Petrol,145,55.4,1.0,0.29002636603327575
12860, Focus,2020,27500,Automatic,5588,Petrol,150,39.2,1.5,0.5000454586780616
12861, C-MAX,2015,10500,Manual,32465,Petrol,30,55.4,1.0,0.19092644785889626
12862, Kuga,2020,33500,Automatic,5534,Hybrid,140,201.8,2.5,0.6091462860260024
12863, Fiesta,2019,15500,Manual,11486,Petrol,150,60.1,1.0,0.2818438039821802
12864, Focus,2018,12700,Manual,2571,Petrol,145,60.1,1.0,0.2309300845531412
12865, Fiesta,2018,11000,Manual,4399,Petrol,145,64.2,1.1,0.20001818347122466
12866, Fiesta,2018,12750,Manual,3445,Petrol,145,56.5,1.0,0.23183925811437403
12867, Fiesta,2018,10820,Manual,33258,Petrol,145,56.5,1.0,0.19674515865078643
12868, Fiesta,2013,6580,Manual,19644,Petrol,30,54.3,1.2,0.11964724065824166
12869, Focus,2017,10970,Semi-Auto,28774,Petrol,125,51.4,1.0,0.19947267933448495
12870, Fiesta,2015,8380,Manual,28006,Petrol,20,62.8,1.0,0.15237748886262387
12871, Fiesta,2014,6830,Manual,38010,Petrol,0,65.7,1.0,0.12419310846440586
12872, Fiesta,2013,7000,Manual,23387,Petrol,0,65.7,1.0,0.12728429857259752
12873, Fiesta,2017,9420,Manual,26391,Diesel,0,88.3,1.5,0.17128829893626693
12874, Fiesta,2016,10210,Semi-Auto,6721,Petrol,145,47.9,1.6,0.1856532412037458
12875, Galaxy,2017,17650,Manual,24805,Diesel,125,56.5,2.0,0.3209382671151923
12876, Fiesta,2018,11500,Manual,16639,Petrol,145,65.7,1.0,0.20910991908355306
12877, Fiesta,2015,9450,Manual,21930,Petrol,0,65.7,1.0,0.17183380307300664
12878, S-MAX,2018,23000,Automatic,5352,Diesel,145,53.3,2.0,0.4182198381671061
12879, Fiesta,2018,10500,Manual,21191,Petrol,145,65.7,1.0,0.19092644785889626
12880, EcoSport,2018,14550,Manual,4236,Petrol,145,53.3,1.0,0.26456950631875625
12881, Grand C-MAX,2018,13800,Manual,13768,Petrol,145,47.1,1.0,0.2509319029002637
12882, Kuga,2019,20250,Manual,3335,Petrol,145,35.3,1.5,0.36821529229929995
12883, Kuga,2019,19800,Manual,1469,Petrol,145,39.2,1.5,0.36003273024820437
12884, Fiesta,2018,12500,Manual,17793,Petrol,145,55.4,1.1,0.22729339030820983
12885, Fiesta,2017,9900,Manual,9521,Petrol,145,54.3,1.2,0.18001636512410218
12886, Focus,2019,22000,Automatic,17,Petrol,145,50.4,1.0,0.4000363669424493
12887, S-MAX,2017,18000,Manual,20152,Petrol,150,43.5,1.5,0.3273024820438222
12888, Fiesta,2018,12000,Manual,4200,Petrol,150,65.7,1.0,0.21820165469588143
12889, Focus,2017,12000,Manual,21316,Petrol,150,60.1,1.0,0.21820165469588143
12890, Mondeo,2019,20000,Manual,192,Diesel,145,65.7,2.0,0.3636694244931357
12891, Focus,2019,18500,Manual,7831,Petrol,145,60.1,1.0,0.3363942176561506
12892, Focus,2017,12000,Manual,33310,Diesel,145,74.3,1.5,0.21820165469588143
12893, Fiesta,2015,9000,Manual,13325,Petrol,30,54.3,1.2,0.1636512410219111
12894, Fiesta,2019,16000,Manual,6918,Petrol,145,58.9,1.0,0.2909355395945086
12895, Focus,2019,21450,Automatic,6501,Petrol,145,39.2,1.5,0.3900354577688881
12896, Fiesta,2019,17000,Manual,1159,Petrol,145,58.9,1.0,0.3091190108191654
12897, Focus,2019,18000,Automatic,6957,Diesel,145,64.2,2.0,0.3273024820438222
12898, Galaxy,2019,28000,Semi-Auto,14872,Diesel,145,46.3,2.0,0.5091371942903901
12899, S-MAX,2016,16000,Semi-Auto,34464,Diesel,125,56.5,2.0,0.2909355395945086
12900, C-MAX,2017,10750,Manual,37367,Petrol,30,55.4,1.0,0.19547231566506046
12901, Kuga,2016,16200,Manual,25753,Diesel,145,54.3,2.0,0.2945722338394399
12902, Ka+,2018,8000,Manual,10380,Petrol,145,57.7,1.2,0.1454677697972543
12903, Fiesta,2017,10950,Semi-Auto,19854,Petrol,145,47.9,1.6,0.1991090099099918
12904, Fiesta,2014,5770,Manual,57530,Diesel,0,76.4,1.5,0.10491862896626966
12905, EcoSport,2017,10800,Semi-Auto,25032,Petrol,165,44.8,1.5,0.1963814892262933
12906, EcoSport,2018,14800,Manual,4036,Petrol,145,53.3,1.0,0.2691153741249204
12907, Kuga,2017,17000,Semi-Auto,15451,Diesel,145,54.3,2.0,0.3091190108191654
12908, Focus,2014,6499,Manual,46602,Petrol,150,47.9,1.6,0.11817437948904445
12909, Fiesta,2014,10799,Manual,21155,Petrol,150,47.9,1.6,0.19636330575506863
12910, Focus,2017,13210,Manual,13090,Petrol,145,51.4,1.5,0.24020365487771617
12911, Focus,2016,16920,Manual,16825,Petrol,200,41.5,2.0,0.30766433312119285
12912, Kuga,2015,9499,Manual,69357,Diesel,125,60.1,2.0,0.1727247931630148
12913, Fiesta,2018,11999,Manual,14185,Petrol,150,65.7,1.0,0.21818347122465678
12914, Fiesta,2019,14999,Manual,7289,Petrol,145,60.1,1.0,0.27273388489862715
